naam,bouwjaar,kunstenaar,locatie,latitude,longitude,omschrijving,eigendom,bron,url
"Return Enter Delete","2013","","Waalbandijk 22",51.853623,5.844609,"Dit kunstwerk is de eigentijdse visualisatie van de processen die op deze spannende locatie spelen. En om dit met enthousiasme met de stad/wijkbewoners/bezoekers en met voorbijgangers te delen en te verbinden.
Return staat in blauwe letters voor de terugkeer naar de Waal. Enter in rode letters staat symbool voor het fantasievolle gebruik dat we als stad van dit gebouw gaan maken. Iedereen is welkom. Delete in groen staat er om alvast te wennen aan het idee dat er gesloopt gaat worden, terug naar het gras, hoop op een prachtige toekomst.

Carla Dijs is een van de vier kunstenaars die zijn geselecteerd om een kunstwerk in het Waalfront te maken nadat de gemeente Nijmegen in 2013 kunstenaars opriep om ideeën aan te leveren voor nieuwe kunstprojecten in het Waalfront. Andere kunstenaars zijn Eric Martijn en Jordan Artisan.

De panoramafoto is van Ger Neijenhuyzen.","gemeente Nijmegen","","http://www.nijmegen.nl/kos/kunstwerk.aspx?id=778"
"Zonneboom","2012","","Heyendaalseweg, open plein tussen ROC en SSHN",51.827235,5.868298,"De Zonneboom, het zonne-icoon van Nijmegen, is een 'levend kunstwerk' dat sinds 2012 de zon volgt.
Het is een naar de toekomst gericht, 12,5 m hoog kunstwerk waarin natuur en techniek met elkaar versmelten.
Het object, een roestvrijstalen constructie met een natuurgetrouwe aluminium wortel als basis, is uitgerust met een vernieuwend zonnevolgsysteem in de kroon. Speciale sensorcellen besturen dit systeem en zorgen ervoor dat de kroon met een diameter van 6,5 meter zich op ieder moment van de dag naar het lichtste punt in de hemel richt en het raster met 97 zonnepanelen in een optimale positie brengt. Dit zorgt voor een hoge energieopbrengst en transformeert het object in een zichzelf vezorgend, 'levend kunstwerk' dat beweegt als een zonnebloem die de zon volgt.
Een digitaal informatiebord maakt de energieopbrengst van de zonnepanelen zichtbaar en laat tevens het onstaanproces van de Zonneboom zien.","particulier","www.andreashetfeld.nl","http://www.nijmegen.nl/kos/kunstwerk.aspx?id=779"
"Achter de Horizon","2012","","Lindenberghaven, onder Waalbrug",51.849696,5.871649.,"Ver boven de hoofden van de voorbijgangers torent een aantal beelden uit. Het zijn fragiele, menselijke figuren van gaas, zittend op houten palen, die hun zoekende blik richten naar de verre horizon.
De poëtische beeldengroep lijkt de onderzoekende mens te verbeelden die, tezamen en toch een ieder voor zich, op eenzame hoogte, de wereld probeert te zien en te begrijpen. Het is een beeld dat vragen oproept. Waar kijken de mensen naar, zijn zij iets aan het zoeken, zien zij iets wat ook wij kunnen waarnemen? Automatisch volg je als kijker de blik van de figuren, in de hoop dat ook jij datgene ontdekt wat hun aller aandacht trekt.
Het is een denkbeeldige blik naar ons binnenste en tegelijk is het ook een vooruitziende blik naar datgene wat komen gaat, naar ingrijpende veranderingen aan de overkant. Want daar, achter het eindeloos stromende water dat altijd in beweging is en ons tevens vervult met innerlijke rust is iets aan het groeien, wordt een stuk geschiedenis geschreven waar wij allen deel van uit zullen maken.","gemeente Nijmegen","","http://www.nijmegen.nl/kos/kunstwerk.aspx?id=780"
"Achter de Horizon","2012","","Lindenberghaven, onder Waalbrug",51.849696,5.871649.,"Ver boven de hoofden van de voorbijgangers torent een aantal beelden uit. Het zijn fragiele, menselijke figuren van gaas, zittend op houten palen, die hun zoekende blik richten naar de verre horizon.
De poëtische beeldengroep lijkt de onderzoekende mens te verbeelden die, tezamen en toch een ieder voor zich, op eenzame hoogte, de wereld probeert te zien en te begrijpen. Het is een beeld dat vragen oproept. Waar kijken de mensen naar, zijn zij iets aan het zoeken, zien zij iets wat ook wij kunnen waarnemen? Automatisch volg je als kijker de blik van de figuren, in de hoop dat ook jij datgene ontdekt wat hun aller aandacht trekt.
Het is een denkbeeldige blik naar ons binnenste en tegelijk is het ook een vooruitziende blik naar datgene wat komen gaat, naar ingrijpende veranderingen aan de overkant. Want daar, achter het eindeloos stromende water dat altijd in beweging is en ons tevens vervult met innerlijke rust is iets aan het groeien, wordt een stuk geschiedenis geschreven waar wij allen deel van uit zullen maken.","gemeente Nijmegen","","http://www.nijmegen.nl/kos/kunstwerk.aspx?id=780"
"Brug naar de wereld","1992","","Begoniastraat Lent, hoek Azaleastraat",51.863975,5.868762,"In 1992 vond in Rio de Janeiro een milieuconferentie plaats. Hier werd Melkert door geïnspireerd om dit werk te maken. "Zie dit beeld als een wereldbol en de brug er naar toe. Laten we er met z'n allen aan werken dat die brug open blijft".","Onbekend","www.jeroenmelkert.com","http://www.nijmegen.nl/kos/kunstwerk.aspx?id=781"
"Gulden Snede van Nijmegen","2010","Boudewijn Corstiaensen","Campusbaan",51.840637,5.852612,"Dit kunstproject bestaat uit de aanplant van een rij zilverlindes 'geschakelde kroonluchters' voor het R.O.C.-gebouw aan de Campusbaant. Het project is een samenwerking tusen de gemeente Nijmegen en de kunstenaar en een interactieve actie samen met leerlingen van Urban Design UG41 van M.B.O. Helicon opleidingen, die bomen hebben aangeplant volgens de theorie van de 'Gulden Snede' en het gulden getal (1,618) in relatie met de betoverende reeks van Fibonacci. Tijdens de aanplant van de zilverlindes is een aantal zoetwaterparels in de 'Nijmeegse aarde' als een nieuw soort 'boomzaadje' gepoot. Dit kunstproject kan ook worden gezien als een bijdrage om Nijmegen, de 'Groenste stad' van Nederland te laten bloeien.","gemeente Nijmegen","www.vlinderkas.com","http://www.nijmegen.nl/kos/kunstwerk.aspx?id=782"
"Wenssteen","2006","Boudewijn Corstiaensen","Oude Groenewoudseweg 'Groene Perron'",51.830339,5.862985,"In het stadspark 'Groene Perron' aan de Oude Groenewoudseweg ligt een aantal zwerfkeien. Deze keien zijn bedoeld als opwarmstenen voor vlinders en leveren als zodanig een bijdrage aan de ecologische waarde van het park. Onder de grootste steen ligt voor altijd heel diep verscholen in de aarde een tekst: 'Bron van geluk'. Bij deze steen kan iedereen een wens uitspreken, waarbij de hand op de steen gelegd kan worden. Wanneer de steen door de zon wordt opgewarmd krijgt de vlinder energie en vliegt ze weg met de wens.Hoe ver deze vlinder komt hangt af van de natuur en het landschap dat de vlinder aantreft op haar reis. Hoe meer bijzonder en beter het landschap is, des te verder vliegt de vlinder om de wens uit te laten komen. Kortom, hoe beter het voor de vlinders is in stad en landschap, des te verder vliegt de vlinder om de wens uit te laten komen.

Gemeente Nijmegen heeft het stadspark 'Groene Perron' in 2006 aangelegd in overleg met de kunstenaar, buurtbewoners en een ecoloog.","gemeente Nijmegen","www.vlinderkas.com","http://www.nijmegen.nl/kos/kunstwerk.aspx?id=783"
"Lights Crossing","2014","","Brug De Oversteek",51.856888,5.840492,"Ligths Crossing (overstekende lichten) is de titel van het kunstwerk dat deel uitmaakt van de stadsbrug de Oversteek. De brug, ontworpen door het Belgische bureau Ney/Poulissen architecture & engineering, die op 23 november 2013 in gebruik genomen werd, verbindt de oevers van de rivier de Waal bij Nijmegen op vrijwel exact de plek waar op 20 september 1944 de heldhaftige oversteek door Amerikaanse soldaten heeft plaatsgevonden. Bij die actie kwamen in korte tijd 48 militairen om het leven.
Het kunstwerk is gebouwd uit licht en tijd en verwijst naar die historische gebeurtenis; in de schemering, nadat de stadsverlichting in Nijmegen is aangeschakeld, gaan de 48 paren lichtmasten, die zich op de brug bevinden tussen beide oevers, één voor één aan in het tempo van een trage pas. Beginnend op de zuidoever verlichten de achtereenvolgens aanschakelende lampen het 950 meter langer traject, waardoor de oversteek van licht ongeveer 12 minuten duurt. Pas na het bereiken van de noordoever schakelt de zogenaamde aanstraalverlichting aan, zodat de prachtige brug ook in het donker in volle glorie te zien is.","gemeente Nijmegen","www.atelierverldwerk.nl","http://www.nijmegen.nl/kos/kunstwerk.aspx?id=784"
"CLXIII","2014","","Waalbandiijk 20",51.853784,5.845511,"De sculptuur van beeldend kunstenaar Eric Martijn is 22 bij 30 meter groot. Het is op een veld van 163 stelconplaten  met felgele markeercoating uitgevoerd. Het geheel oogt als een abstract spel van lijnen en vlakken. Hoewel de bezoeker vrijelijk over dit werk mag lopen, roepen de signaalkleur en de dwingende lijnvoering ook op tot orde. Bij nadere beschouwing blijkt het abstracte beeld toch leesbaar. Uitgevuld over het veld blijken de vlakken letters te vormen, te weten: CLXIII, Romeinse cijfers voor ons getal 163.
Het werk kent tal van verwijzingen: de telling van het aantal stelconplaten; de sculptuur meet zichzelf. Het materiaalgebruik, de wegmarkering, duidt op de industriële functie van het terrein. Hier wordt gelost en geladen; leveranciers deze kant, werknemers die kant op. 
De locatie: het beeld bevindt zich op de plek waaronder de resten van een belangrijke Romeinse nederzetting liggen. Door de gekozen materialen komt het gigantische werk los van zijn omgeving en lijkt het een paar centimeter boven de grond te zweven.

Eric Martijn is een van de vier kunstenaars die zijn geselecteerd om een kunstwerk in het Waalfront te maken nadat de gemeente Nijmegen in 2013 kunstenaars opriep om ideeën aan te leveren voor nieuwe kunstprojecten in het Waalfront. Andere kunstenaars zijn Carla Dijs en Jordan Artisan.

Fotografie: Frank Penders","gemeente Nijmegen","","http://www.nijmegen.nl/kos/kunstwerk.aspx?id=785"
"Talia","2014","","Stationsplein 11, fietstransferium Doornroosje",51.844239,5.854028,"In het fietstransferium onder Doornroosje is een bijzonder kunstwerk opgenomen. Jan van der Ploeg, die bekend staat om zijn muurschilderingen in binnen- en buitenruimten, heeft op de vloeren, wanden en plafonds een abstract lijnenspel met intense kleuren gecreëerd dat bijdraagt aan een optismistisch en positief gebruik van de ruimte. De schilderingen, aangebracht op bestaande architectuur, hebben door de zorgvuldig afgewogen kleurstellingen een bijna driedimensionale werking. De werken zijn op zich zelf als zelfstandige ruimtes te beleven, maar benadrukken ook de ruimte die ze omgeeft. Talia kwam tot stand op advies van de commissie beeldende kunst en met input van diverse betrokkenen.

Fotografie: Petra Appelhoff.","gemeente Nijmegen","","http://www.nijmegen.nl/kos/kunstwerk.aspx?id=786"
"Romance Confidence","2014","","Waalbandijk, Honigcomplex langs Waal",51.853117,5.848487,"Romance Confidence is een zitscultuur. Zoals de skyline van een stad bestaat uit elementen uit verschillende bouwperiodes, zo laat ook dit langgerekte zitsculptuur een skyline zien van allerlei archetypen zitobjecten. De kunstenaar heeft zich laten inspireren door de Romeinse historie van het Waalfront, hier lag 2000 jaar geleden de Romeinse stad Ulpia Noviomagus. De inspiratie is niet alleen in de vormentaal te zien, maar ook in het beoogde gebruik van het werk, een plek om net zoals de Romeinen deden 'te relaxen'. 
Het resultaat is een sculptuur die plaats biedt aan ruim twintig mensen. Het werk nodigt als het ware uit om erop plaats te nemen en stil van het uitzicht te genieten, maar ook om met anderen in gesprek te raken.

Jordan Artisan is een van de vier kunstenaars die zijn geselecteerd om een kunstwerk in het Waalfront nadat de gemeente Nijmegen kunstenaars opriep ideeën aan te leveren voor nieuwe kunstprojecten in het Waalfront. De andere werken zijn van Eric Martijn en Carla Dijs.","gemeente Nijmegen","","http://www.nijmegen.nl/kos/kunstwerk.aspx?id=787"
"Licht Gewelf","2015","","Aalscholverplaats, onderdoorgang",51.848142,5.85155,"Het werk van Tamar Frank bestaat uit een aantal lichtlijnen die langzamerhand van kleur veranderen. De poort zelf geeft op het eerste gezicht de suggestie dat je onder een boog, een gewelf, door gaat. Van dichtbij zie je dat de doorgang geen boog is maar rechthoekig. Met het kunstwerk wil de kunstenaar het accent leggen op de boogvorm. Door lichtlijnen parallel aan elkaar te monteren vormt zich een boog van licht. In het donker is de boog een absolute blikvanger voor de omgeving. Overdag zie je alleen de dragende constructie en de lichtlijnen.","gemeente Nijmegen","","http://www.nijmegen.nl/kos/kunstwerk.aspx?id=788"
"Neptvnvsring","2014","","Broerdijk, rotonde Hengstdalseweg",51.833605,5.885817,"Neptvnvsring is een ring van betonnen letters. Beton is een romeinse uitvinding, net als de schreefletter. De ring is genoemd naar Neptunus, de Romeinse god van de zee en stromend water. De ondergrond van de rotonde loopt wat af, maar de bovenkant van de tekst is perfect waterpas. Dit is een eerbetoon aan het technisch vakmanschap van de Romeinen. 

De letters vormen de tekst AQVA CASTRORVM NOVIOMAGI. Dit betekent aquaduct van het legerkamp van Nijmegen. De letters staan op de kop, maar spiegelen perfect in de tegels al shet geregend heeft.

Neptvnvsring is tot stand gekomen dankzij o.a. de Stichting Initiatief Visualisatie Aquaducht Nijmegen, SIVAQN.","gemeente Nijmegen","","http://www.nijmegen.nl/kos/kunstwerk.aspx?id=791"
"Monument voor de gesneuvelde Nederlandse militairen uit de Tweede Wereldoorlog","2014","Jac Maris","Plein 1944",51.845697,5.862955,"Oorspronkelijk stond op Plein 1944 een kalkstenen monument ter nagedachtenis aan de gesneuvelde Nederlandse militairen uit het Rijk van Nijmegen. Eind 2009 werd het werk weggehaald om gerestaureerd te worden. Bij de restauratie bleek dat het werk, na al die jaren buiten, broos en poreus was geworden. Ook na de restauratie zou het werk te kwetsbaar zjin om nog in de buitenruimte te staan. Het herdenkingsmonument is onlosmakelijk met Nijmegen verbonden. Reden voor de gemeente Nijmegen om het beeld opnieuw uit te laten voeren in brons. 

Het kalkstenen oorlogsmonument is gemaakt door Jac Maris in opdracht van de Nederlandse Bond van Oud-strijders en Dragers van het Mobilisatiekruis. Het 495 cm hoge beeld toont een knielende soldaat bij een gewonder kameraad Tijdens de Tweede Wereldoorlog sneuvelden ongeveer 2.300 soldaten van de Koninklijke Landmacht en naar schatting 2.900 Nederlandse mariniers","gemeente Nijmegen","","http://www.nijmegen.nl/kos/kunstwerk.aspx?id=792"
"Willem Barentsz","1970","","Meijhorst 2001",51.810737,5.799651,"Dit muurreliëf van terracotta hing oorspronkelijk aan het schoolgebouw Willem Barentsz dat hier tot 2014 gestaan heeft. In samenwerking met woningcorporatie Woongenoot heeft de gemeente Nijmegen het teruggebracht aan de nieuwbouw.","gemeente Nijmegen","","http://www.nijmegen.nl/kos/kunstwerk.aspx?id=793"
"Ankers in zicht","2017","","Waalhaven",51.851787,5.851216,"Metaalkunstenaar Arild Veld.","gemeente Nijmegen","","http://www.nijmegen.nl/kos/kunstwerk.aspx?id=794"
"Was aan de lijn","2017","","De Ruyterstraat",51.838451,5.855500,"Deze gevulde waslijn van aluminium staat symbool voor de volksbuurt (Bottendaal). Veel inwoners van deze wijk hebben van oudsher in de Dobbelmanfabriekgewerkt die op dit terrein heeft gestaan. De geur van zeep was een kenmerk van hun omgeving. De waslijn verwijst naar die herinnering van de lucht van zeep en waspoeder, en vers opgehangen was in de arbeiderswijk.","gemeente Nijmegen","www.reinierlagendijk.nl","http://www.nijmegen.nl/kos/kunstwerk.aspx?id=796"
